country_code,country_name,AG.LND.ARBL.HA.PC,NE.GDI.FTOT.CD,NV.IND.TOTL.ZS,NY.GDP.PCAP.CD,SE.XPD.TOTL.GD.ZS,SL.TLF.ADVN.ZS,SP.POP.TOTL
ISL,Iceland,0.335586291438667,5146602593.49803,19.5699967953928,69296.3144361601,7.60129976272583,90.165,360563.0
ISR,Israel,0.0417495029821074,92608242804.9979,18.9233446958735,44250.6313628073,6.08409023284912,81.4,9054000.0
ITA,Italy,0.115759072201362,366138131862.745,21.0122984359559,33812.788724868,4.07843017578125,74.723,59729081.0
JAM,Jamaica,0.0425038899914319,,16.6720709416832,6030.68896415921,5.16364002227783,75.755,2823271.0
JOR,Jordan,0.020127641858411,8174647887.32394,24.1116880393062,4170.1144003465,2.98846006393433,58.931,10671891.0
JPN,Japan,0.0325665505831813,1307523500985.9,28.8040848106902,40415.9567649547,3.15533995628357,79.09,126633000.0
KAZ,Kazakhstan,1.52935869675274,42632624791.974,33.028795913527,9457.12614657136,2.8569700717926,,19209555.0
KEN,Kenya,0.129527201691422,19033329686.617,16.9305452274709,1960.40808854893,5.37359210998097,86.186,51202827.0
KGZ,Kyrgyz Republic,0.19535034614218,2812136849.13439,26.5803149529246,1421.99927504102,5.08025979995728,,6590211.0
KHM,Cambodia,0.246378308415402,11247670784.6385,39.0455946521572,2225.87705485686,2.13345387893978,73.021,16481304.0
KIR,Kiribati,0.0161393145633105,34186390.9913984,9.56440607223913,1750.9977188915,14.5197413461539,80.622,123921.0
KNA,St. Kitts and Nevis,0.106491736241268,,25.3018009434309,23595.4923231291,2.72889566429639,,46952.0
KOR,"Korea, Rep.",0.0263499408922917,527284116676.642,33.6464921028153,33826.9443301597,4.68465995788574,72.296,51764822.0
KWT,Kuwait,0.00180086243301917,32043803748.876,57.7186566770031,31707.8737443551,6.72789551402991,,4442316.0
LAO,Lao PDR,0.179008726053645,,31.531381987864,2589.32081035237,2.12201393748998,,7237636.0
LBN,Lebanon,0.0233493494108474,6997331984.55598,12.4991181838946,8905.88005497437,2.51957250612723,60.791,5794594.0
LBR,Liberia,0.0991331598238681,,16.9896070200098,658.164180770507,2.16508193926132,,5043721.0
LBY,Libya,0.247445235837609,9527392414.73171,49.9776179313478,9963.19489084483,,,6951033.0
LCA,St. Lucia,0.0150286219260277,,9.04474293097749,11794.0597229805,3.27266001701355,81.346,177661.0
LIE,Liechtenstein,0.0448616549542307,,44.2952285660684,166907.839305016,,,38563.0
LKA,Sri Lanka,0.0629075264871807,25405719973.7175,29.1910098710383,4081.94772722003,,84.504,21803000.0
LSO,Lesotho,0.0680726258879653,618032177.482019,30.5436539026894,1082.05706777516,,88.514,2209405.0
LTU,Lithuania,0.786848086275461,11686048876.1568,25.2564149405008,19608.7943945553,3.9415500164032,83.342,2811089.0
LUX,Luxembourg,0.0999337097843391,12610771763.9137,11.6004638626305,112696.649059674,3.73606991767883,79.607,620001.0
LVA,Latvia,0.689196800956411,7521544367.53724,19.5988527886207,17294.9751600969,4.58675003051758,86.551,1913822.0
MAC,"Macao SAR, China",,7635119144.23819,4.21771801864083,81882.6964523869,3.0654399394989,,672000.0
MAF,St. Martin (French part),,,,19033.0649634889,,,34267.0
MAR,Morocco,0.190521759499033,35056913348.7143,25.2499524130611,3508.09765625,5.0032567210502,,36210898.0
MCO,Monaco,,,13.0361610188765,193746.785647412,1.15896999835968,,38109.0
MDA,Moldova,0.634293512857778,2745691030.0408,21.9233489252916,4405.33418162155,6.22576999664307,71.977,2664224.0
MDG,Madagascar,0.106309263427764,2996931493.81516,22.445497353094,499.818837622534,3.01338389897728,,28219554.0
MDV,Maldives,0.00799621102615991,2522413552.11486,11.942543801854,11740.2724029785,4.12356944795488,92.316,487731.0
MEX,Mexico,0.154258428764038,282547311091.319,31.8382961395485,10369.5553585271,,77.551,125762982.0
MHL,Marshall Islands,0.0113618287999636,116975600.0,14.4171747531129,5292.33985502306,9.88208961486816,77.427,44007.0
MKD,North Macedonia,0.223316359868718,2652655640.3238,23.7034834116039,6718.85826635458,,81.066,1876262.0
MLI,Mali,0.377959318704952,4923102546.29059,23.0829741121544,971.949318638092,3.55504989624023,78.108,21068405.0
MLT,Malta,0.0179991744590325,3280118284.82882,12.0663263039942,32421.9179752262,4.79941987991333,85.835,503912.0
MMR,Myanmar,0.208781366620167,,38.4126110918443,1425.98954241668,1.99976003170013,66.464,52640713.0
MNE,Montenegro,0.0143597238465552,1513509571.25266,16.435437285219,8749.02375172644,,79.716,626753.0
MNG,Mongolia,0.340304553117769,3975430096.16853,38.0926977643653,4347.54610314873,,74.064,3267673.0
MNP,Northern Mariana Islands,0.00166219950549565,,,24496.6652122421,,,48129.0
MOZ,Mozambique,0.189061978197306,,23.8882628185244,519.09255091362,5.99969523584354,,29884380.0
MRT,Mauritania,0.100722786717485,2466542528.48389,28.5984350915107,1767.072710621,1.82317996025085,70.671,4467708.0
MUS,Mauritius,0.0592424080854039,2755435836.82441,16.6696822824233,11568.2533399824,4.54195022583008,73.702,1265985.0
MWI,Malawi,0.203828999768314,,18.4990069222553,580.889139762475,,,19025752.0
MYS,Malaysia,0.0246798830977773,83760034230.785,37.4765336887335,10920.191763972,4.15776014328003,,33440596.0
NAM,Namibia,0.301830526686723,1975464812.71283,27.0505811124767,4731.9210318831,9.32253195522987,,2650494.0
NCL,New Caledonia,0.0210503303879326,2791202100.81095,22.3267326732673,33411.3358835672,,,283606.0
NER,Niger,0.771317214139927,3915622046.34648,20.5861804923542,561.691304349698,3.53358621816013,75.676,22947757.0
NGA,Nigeria,0.17601206375763,,21.0040409408605,3189.81286498516,0.358479005206684,73.597,209485641.0
NIC,Nicaragua,0.231813619998714,2089902265.11315,24.2809201178084,1958.62051528095,4.59991969121332,,6483657.0
NLD,Netherlands,0.0582938797941109,194210915858.823,17.1127557495056,53554.9007491475,5.0559401512146,78.97,17344874.0
NOR,Norway,0.149965893128812,108835227272.727,29.8244589771798,76430.5889473338,7.8645601272583,83.797,5347896.0
NPL,Nepal,0.0669274835166135,11560099969.3713,13.0106754142894,1203.14294706401,3.89212886881753,,28414064.0
NRU,Nauru,,,,10801.7705659635,5.71828171428571,,11587.0
NZL,New Zealand,0.109852523992516,50106892860.084,20.3679361122366,42855.831861632,5.17797994613647,83.76,4970300.0
OMN,Oman,0.0166970106775053,25496488946.684,51.3792329456517,19180.1864152801,5.06363010406494,,4591241.0
PAK,Pakistan,0.132278514218439,44252276966.9727,19.5638945814483,1390.41690981745,2.21492004394531,64.668,230800899.0
PAN,Panama,0.133421493848443,25850729080.0802,28.4159326937794,16477.9066268111,3.28122011579173,84.929,4234700.0
PER,Peru,0.110332909153704,47887740109.2188,30.4491957836385,7037.00803692604,3.822429895401,85.821,32449303.0
PHL,Philippines,0.0504491312880702,102326866710.365,30.3275078794624,3400.78949767074,3.40748649142134,,110804683.0
PLW,Palau,0.0168558264973593,97672607.421875,11.2363131549702,15846.7968470167,,,17798.0
PNG,Papua New Guinea,0.0343427678813946,,36.711080935275,2575.77274140393,0.761761143914634,,9609010.0
POL,Poland,0.291185610083899,115387530522.546,28.8315242170352,15874.5220531254,4.62736988067627,80.726,37965475.0
PRI,Puerto Rico (US),0.0151997265260359,16095500000.0,50.8444120601485,31830.5284993358,3.32791002069889,,3302691.0
PRK,"Korea, Dem. People's Rep.",0.0881416558925174,,,,,,26037632.0
PRT,Portugal,0.09699953228884,44260157691.6391,18.886083188208,23343.3628970034,4.62753009796143,83.778,10286263.0
PRY,Paraguay,0.663331209023772,7095553785.06912,33.4893114330734,5821.18199548738,3.48983027194334,,6515058.0
PSE,West Bank and Gaza,0.0107201749469512,4324000000.0,18.4328946216476,3656.85827137011,,74.066,4685306.0
PYF,French Polynesia,0.00895948164023022,1523966831.30352,10.6834624276376,21582.5892046801,,,279034.0
QAT,Qatar,0.00795859408782574,,57.1645752595048,66841.3623185691,2.80378007888794,85.14,2638657.0
ROU,Romania,0.462841364864776,58166319602.1638,27.7745670712094,12909.6104013244,3.55761003494263,82.559,19371648.0
RUS,Russian Federation,0.836344087945043,353900661651.986,32.1504958365379,11447.701171875,3.69561429198336,67.144,145453291.0
RWA,Rwanda,0.0932991852053791,2785248335.69644,18.8647459714312,810.051412137354,3.23821222605582,70.727,12776103.0
SAU,Saudi Arabia,0.114104574741203,199673333333.333,45.7234459871756,29566.7933827436,,76.678,30063799.0
SDN,Sudan,0.460940531645889,4625964758.67769,21.7363013265282,709.975280761719,,,45548175.0
SEN,Senegal,0.227176525394055,6940772420.67474,23.5728096206578,1431.18128932159,5.03527021408081,64.716,16352922.0
SGP,Singapore,9.81841369851053e-05,86088195062.4488,24.07072940872,65952.0378959293,2.72951006889343,,5703569.0
SLB,Solomon Islands,0.0315870284434324,330852648.477482,18.1213540227607,2223.65890942466,,,728147.0
SLE,Sierra Leone,0.204863145857257,1134906219.41723,17.9304532249609,843.712517809977,4.65362977981567,,7731991.0
SLV,El Salvador,0.115873216380134,4774010000.0,25.3481437171191,4320.11671534627,3.38710999488831,76.791,6222318.0
SMR,San Marino,0.0572656723307273,379472788.050257,34.7786569469683,46630.1443120725,3.37969994544983,,34663.0
SOM,"Somalia, Fed. Rep.",0.0686171785851275,1392000000.0,,539.954816211694,5.73281247182e-06,63.263,16030971.0
SRB,Serbia,0.371333727368476,11999362505.6364,25.5321158663518,7755.632986437,3.45865988731384,71.746,6945235.0
SSD,South Sudan,0.229743046979752,,,,,,10423384.0
STP,Sao Tome and Principe,0.0187448451675789,,7.52611285056454,1935.2931816596,6.10573891896978,,213392.0
SUR,Suriname,0.102349414297223,,33.8807670142731,6629.66775248603,6.77857289012664,,605768.0
SVK,Slovak Republic,0.24733473446902,22948223282.3451,29.1467840646082,19406.0589683582,4.26779985427856,74.754,5454147.0
SVN,Slovenia,0.0858701819827283,10651736150.7372,28.5562740977565,25814.1687167572,4.93479013442993,80.464,2088385.0
SWE,Sweden,0.247108466120894,126571241863.119,22.3760709701034,51648.9892820514,7.66306018829346,83.944,10278887.0
SWZ,Eswatini,0.15001601865962,815417475.303577,34.6470784405459,3913.14577547336,5.69914824136892,,1179874.0
SXM,Sint Maarten (Dutch part),,,7.2701465731997,34861.469528968,,,40385.0
SYC,Seychelles,0.00153649167733675,412711317.76317,12.2185624290623,19141.5118743615,3.5588555711461,84.86,97625.0
SYR,Syrian Arab Republic,0.228862122911923,1668588194.68469,15.9160468546957,1109.53926036049,,,20353534.0
TCA,Turks and Caicos Islands,0.0231663809479683,,8.62929879475565,31780.5217068989,2.47054004669189,,43166.0
TCD,Chad,0.317646338919174,3012851714.39507,28.75903709786,893.336441643325,2.37245795383591,,16685223.0
TGO,Togo,0.313125216529041,1242755271.43915,19.3444197845633,826.255209019798,4.20164196626882,85.0,8463068.0
THA,Thailand,0.232492995084007,122791593013.645,33.5939105133265,7605.69657797759,3.02221411183282,82.799,71522271.0
TJK,Tajikistan,0.0885837368150107,2615492142.11793,33.0621490637064,871.022372934846,5.48427628435415,,9529966.0
TKM,Turkmenistan,0.232570991178058,9227228160.1108,42.4122793165524,5998.0017434754,3.12054991722107,,6803944.0
TLS,Timor-Leste,0.0857069284251064,465077557.235664,30.4131457216274,1562.36458068032,4.17968913742937,,1300945.0
TON,Tonga,0.189270268479876,131206522.219621,15.3617863881286,4788.83342304684,4.86170396202671,,105669.0
TTO,Trinidad and Tobago,0.0183286473091713,4924107368.09131,35.1969693154596,17212.6128892163,3.55386116245268,69.293,1363985.0
TUN,Tunisia,0.216385892441492,8144230929.79121,23.2353115777678,3528.87213306798,6.17373240410185,70.295,11875081.0
TUR,Turkiye,0.237105022751426,205313469640.114,27.0679926930773,9395.23378001368,4.44776010513306,79.271,82579440.0
TUV,Tuvalu,,,,5115.13075950206,,,10581.0
TZA,Tanzania,0.225114060624125,26015983345.6782,28.6718333565052,1063.32250976563,3.59683638888648,,59174891.0
UGA,Uganda,0.160466470914627,8803780550.00438,26.6204366953482,822.171150036357,2.30828081242322,91.616,42999637.0
UKR,Ukraine,0.732336779361502,27107797775.4734,22.5804196823995,3619.86157226563,5.44129991531372,67.695,44957458.0
URY,Uruguay,0.614711030181861,9016639306.77237,17.5601694192064,18315.7316980028,4.62833976745605,82.187,3397206.0
USA,United States,0.469656306250927,4594718000000.0,18.2804280414808,64746.4506778863,4.95746994018555,73.125,330226227.0
UZB,Uzbekistan,0.12235815516725,24755761072.6749,31.9991183695607,2041.38480729431,6.29534678547216,,32964701.0
VCT,St. Vincent and the Grenadines,0.0191999385601966,,13.69401619005,8740.59425232061,,,104167.0
VEN,"Venezuela, RB",0.0898469553873237,4077898669.91067,,2523.11275230667,,,28938098.0
VGB,British Virgin Islands,0.0274763016897926,,,,2.50096988677979,,36395.0
VIR,Virgin Islands (U.S.),0.00843731543372489,,,38633.5298915336,,,106669.0
VNM,Viet Nam,0.0698130738482366,101521881073.96,36.8031368977554,3440.90025375434,3.08499832693462,87.716,97173776.0
VUT,Vanuatu,0.0684966693494529,223284596.779465,9.502093997208,3207.44650452083,1.77407002449036,80.165,291985.0
WSM,Samoa,0.0538182858232434,297828525.91118,11.9596393238611,4351.94234943706,4.58404753905646,,209780.0
XKX,Kosovo,,2452288165.77692,27.0883844668186,4415.99923011071,,77.023,1788891.0
YEM,"Yemen, Rep.",0.0329807337831624,,,,,,35111408.0
ZAF,South Africa,0.20138321741072,60225422428.3377,23.6220152843652,6533.71121032856,5.9115800857544,82.022,59587885.0
ZMB,Zambia,0.205251865915006,8334391388.67339,34.9419812171167,1258.98619844462,4.4182401844799,77.134,18513839.0
ZWE,Zimbabwe,0.264056239100518,2949264636.61312,38.9749459493832,2184.32923855469,,69.733,15271368.0
